"","keyid","year","language","country","n"
"544","kolhoosikula",1952,"Estonian","Estonia",155
"545","kolhoositodemarjamaa",1952,"Estonian","Estonia",155
"546","kolhoositodemarjamaa",1954,"Estonian","Estonia",155
"547","laanlaneekbp",1949,"Estonian","Estonia",155
"548","livzeitung",1859,"Russian","Latvia",155
"549","noukogudehiiumaa",1950,"Estonian","Estonia",155
"550","noukogudehiiumaa",1953,"Estonian","Estonia",155
"551","oktoobrilippsuurejaani",1954,"Estonian","Estonia",155
"552","oktoobrilippsuurejaani",1955,"Estonian","Estonia",155
"553","rahvalehtvabamaa",1926,"Estonian","Estonia",155
"554","rahvalehtvabamaa",1937,"Estonian","Estonia",155
"555","sakalaew",1929,"Estonian","Estonia",155
"556","stahhaanovlikkivioli",1954,"Estonian","Estonia",155
"557","stalinlikulteel",1954,"Estonian","Estonia",155
"558","uhistoo",1976,"Estonian","Estonia",155
"559","voitlevsona",1959,"Estonian","Estonia",155
"560","voitlevsona",1964,"Estonian","Estonia",155
"561","voitlevsona",1967,"Estonian","Estonia",155
"562","harjueluensv",1947,"Estonian","Estonia",154
"563","harjueluensv",1948,"Estonian","Estonia",154
"564","harjueluensv",1959,"Estonian","Estonia",154
"565","jarvateataja",2008,"Estonian","Estonia",154
"566","jarvateataja",2017,"Estonian","Estonia",154
"567","jarvateatajaew",1934,"Estonian","Estonia",154
"568","jarvateatajaew",1935,"Estonian","Estonia",154
"569","kaevur",1953,"Estonian","Estonia",154
"570","kiirpoltsamaa",1955,"Estonian","Estonia",154
"571","kiirpoltsamaa",1960,"Estonian","Estonia",154
"572","kiirpoltsamaa",1961,"Estonian","Estonia",154
"573","kolhoositodemarjamaa",1957,"Estonian","Estonia",154
"574","laanlaneekbp",1946,"Estonian","Estonia",154
"575","livzeitung",1855,"Russian","Latvia",154
"576","livzeitung",1857,"Russian","Latvia",154
"577","maasona",1943,"Estonian","Estonia",154
"578","noukogudehiiumaa",1955,"Estonian","Estonia",154
"579","noukogudehiiumaa",1959,"Estonian","Estonia",154
"580","noukogudesodur",1954,"Estonian","Estonia",154
"581","omamaa",1927,"Estonian","Estonia",154
"582","omamaa",1939,"Estonian","Estonia",154
"583","parnumaateataja",1932,"Estonian","Estonia",154
"584","parnumaateataja",1934,"Estonian","Estonia",154
"585","punanetaht",1959,"Estonian","Estonia",154
"586","punanetaht",1960,"Estonian","Estonia",154
"587","saaremaateataja",1934,"Estonian","Estonia",154
"588","stahhaanovlikkivioli",1953,"Estonian","Estonia",154
"589","teatajakaja",1932,"Estonian","Estonia",154
"590","teatajakaja",1934,"Estonian","Estonia",154
"591","uhistoo",1966,"Estonian","Estonia",154
"592","uusaeg",1904,"Estonian","Estonia",154
"593","voitlevsona",1957,"Estonian","Estonia",154
"594","voitlevsona",1966,"Estonian","Estonia",154
"595","voitlevsona",1970,"Estonian","Estonia",154
"596","voitlevsona",1971,"Estonian","Estonia",154
"597","harjueluensv",1949,"Estonian","Estonia",153
"598","jarvateatajaew",1937,"Estonian","Estonia",153
"599","juturaamatrahvale",1932,"Estonian","Estonia",153
"600","kaevur",1954,"Estonian","Estonia",153
"601","kaevur",1959,"Estonian","Estonia",153
"602","kiirpoltsamaa",1958,"Estonian","Estonia",153
"603","kolhoosikula",1954,"Estonian","Estonia",153
"604","kolhoosikula",1955,"Estonian","Estonia",153
"605","kolhoositodemarjamaa",1961,"Estonian","Estonia",153
"606","laanlaneekbp",1945,"Estonian","Estonia",153
"607","livzeitung",1858,"Russian","Latvia",153
"608","livzeitung",1876,"Russian","Latvia",153
"609","lounaestpostimees",2018,"Estonian","Estonia",153
"610","maahaal",1933,"Estonian","Estonia",153
"611","maahaal",1934,"Estonian","Estonia",153
"612","maalehtpre",1933,"Estonian","Estonia",153
"613","noukogudehiiumaa",1951,"Estonian","Estonia",153
"614","noukogudehiiumaa",1952,"Estonian","Estonia",153
"615","noukogudesodur",1950,"Estonian","Estonia",153
"616","noukogudesodur",1955,"Estonian","Estonia",153
"617","omamaa",1926,"Estonian","Estonia",153
"618","parnumaateataja",1933,"Estonian","Estonia",153
"619","parnumaateataja",1935,"Estonian","Estonia",153
"620","parnumaateataja",1937,"Estonian","Estonia",153
"621","punanetaht",1961,"Estonian","Estonia",153
"622","punanetaht",1963,"Estonian","Estonia",153
"623","rahvalehtvabamaa",1927,"Estonian","Estonia",153
"624","rahvalehtvabamaa",1928,"Estonian","Estonia",153
"625","rahvalehtvabamaa",1931,"Estonian","Estonia",153
"626","rahvalehtvabamaa",1932,"Estonian","Estonia",153
"627","rahvalehtvabamaa",1934,"Estonian","Estonia",153
"628","rahvalehtvabamaa",1935,"Estonian","Estonia",153
"629","sakalaew",1921,"Estonian","Estonia",153
"630","sakalaew",1923,"Estonian","Estonia",153
"631","sakalaew",1927,"Estonian","Estonia",153
"632","sakalaew",1938,"Estonian","Estonia",153
"633","tapasonumed",1933,"Estonian","Estonia",153
"634","tartumaateataja",1934,"Estonian","Estonia",153
"635","tartumaateataja",1935,"Estonian","Estonia",153
"636","teatajakaja",1933,"Estonian","Estonia",153
"637","teatajakaja",1935,"Estonian","Estonia",153
"638","teatajakaja",1937,"Estonian","Estonia",153
"639","uhistoo",1977,"Estonian","Estonia",153
"640","uhistoo",1978,"Estonian","Estonia",153
"641","uhistoo",1979,"Estonian","Estonia",153
"642","uhistoo",1980,"Estonian","Estonia",153
"643","uhistoo",1988,"Estonian","Estonia",153
"644","uudisleht",1932,"Estonian","Estonia",153
"645","valgamaalane",2012,"Estonian","Estonia",153
"646","valgateatajaew",1942,"Estonian","Estonia",153
"647","vanapeterburi",1912,"Estonian","Russia",153
"648","vanapeterburi",1913,"Estonian","Russia",153
"649","harjueluensv",1951,"Estonian","Estonia",152
"650","jarvamaa",1929,"Estonian","Estonia",152
"651","jarvateataja",2009,"Estonian","Estonia",152
"652","jarvateataja",2012,"Estonian","Estonia",152
"653","jarvateataja",2013,"Estonian","Estonia",152
"654","jarvateataja",2019,"Estonian","Estonia",152
"655","jarvateataja",2021,"Estonian","Estonia",152
"656","jarvateatajaew",1931,"Estonian","Estonia",152
"657","jarvateatajaew",1936,"Estonian","Estonia",152
"658","jarvateatajaew",1942,"Estonian","Estonia",152
"659","juturaamatrahvale",1936,"Estonian","Estonia",152
"660","juturaamatrahvale",1937,"Estonian","Estonia",152
"661","kiirpoltsamaa",1959,"Estonian","Estonia",152
"662","koitepl",1925,"Estonian","Estonia",152
"663","kolhoosikula",1953,"Estonian","Estonia",152
"664","kolhoosikula",1956,"Estonian","Estonia",152
"665","kolhoositodemarjamaa",1956,"Estonian","Estonia",152
"666","kolhoositodemarjamaa",1960,"Estonian","Estonia",152
"667","laaneelu",2017,"Estonian","Estonia",152
"668","laanlaneekbp",1947,"Estonian","Estonia",152
"669","livzeitung",1862,"Russian","Latvia",152
"670","livzeitung",1865,"Russian","Latvia",152
"671","livzeitung",1880,"Russian","Latvia",152
"672","maahaal",1935,"Estonian","Estonia",152
"673","maahaal",1938,"Estonian","Estonia",152
"674","maalehtpre",1934,"Estonian","Estonia",152
"675","meieelu",1910,"Estonian","Estonia",152
"676","meieelu",1913,"Estonian","Estonia",152
"677","meieelu",1915,"Estonian","Estonia",152
"678","meiemaaew",1942,"Estonian","Estonia",152
"679","noukogudehiiumaa",1957,"Estonian","Estonia",152
"680","noukogudesodur",1951,"Estonian","Estonia",152
"681","oktoobrilippsuurejaani",1953,"Estonian","Estonia",152
"682","oktoobrilippsuurejaani",1956,"Estonian","Estonia",152
"683","omamaa",1923,"Estonian","Estonia",152
"684","omamaa",1925,"Estonian","Estonia",152
"685","omamaa",1929,"Estonian","Estonia",152
"686","omamaa",1931,"Estonian","Estonia",152
"687","omamaa",1934,"Estonian","Estonia",152
"688","otepaateatajaew",1943,"Estonian","Estonia",152
"689","parnumaaajale",1929,"Estonian","Estonia",152
"690","parnumaateataja",1936,"Estonian","Estonia",152
"691","pohjakodu",1924,"Estonian","Estonia",152
"692","punanetaht",1965,"Estonian","Estonia",152
"693","punanetaht",1966,"Estonian","Estonia",152
"694","punanetaht",1986,"Estonian","Estonia",152
"695","rahvalehtvabamaa",1929,"Estonian","Estonia",152
"696","rahvalehtvabamaa",1930,"Estonian","Estonia",152
"697","rahvalehtvabamaa",1936,"Estonian","Estonia",152
"698","sakalaew",1915,"Estonian","Estonia",152
"699","sakalaew",1922,"Estonian","Estonia",152
"700","sakalaew",1930,"Estonian","Estonia",152
"701","tapasonumed",1934,"Estonian","Estonia",152
"702","tartumaateataja",1936,"Estonian","Estonia",152
"703","teatajakaja",1930,"Estonian","Estonia",152
"704","teatajakaja",1936,"Estonian","Estonia",152
"705","uhistoo",1981,"Estonian","Estonia",152
"706","uusaeg",1902,"Estonian","Estonia",152
"707","uusaegjutuli",1902,"Estonian","Estonia",152
"708","valgamaalane",2008,"Estonian","Estonia",152
"709","valgamaalane",2009,"Estonian","Estonia",152
"710","valgamaalane",2010,"Estonian","Estonia",152
"711","valgamaalane",2013,"Estonian","Estonia",152
"712","eestipaevaleht",1996,"Estonian","Estonia",151
"713","harjueluensv",1953,"Estonian","Estonia",151
"714","jarvamaa",1928,"Estonian","Estonia",151
"715","jarvateataja",2011,"Estonian","Estonia",151
"716","jarvateataja",2014,"Estonian","Estonia",151
"717","jarvateataja",2015,"Estonian","Estonia",151
"718","jarvateataja",2016,"Estonian","Estonia",151
"719","jarvateataja",2018,"Estonian","Estonia",151
"720","jarvateatajaew",1930,"Estonian","Estonia",151
"721","jarvateatajaew",1932,"Estonian","Estonia",151
"722","juturaamatrahvale",1935,"Estonian","Estonia",151
"723","kaevur",1957,"Estonian","Estonia",151
"724","kiirpoltsamaa",1956,"Estonian","Estonia",151
"725","koit",2017,"Estonian","Estonia",151
"726","koitepl",1924,"Estonian","Estonia",151
"727","koitepl",1926,"Estonian","Estonia",151
"728","kolhoositodemarjamaa",1953,"Estonian","Estonia",151
"729","livzeitung",1860,"Russian","Latvia",151
"730","livzeitung",1867,"Russian","Latvia",151
"731","livzeitung",1868,"Russian","Latvia",151
"732","livzeitung",1869,"Russian","Latvia",151
"733","livzeitung",1871,"Russian","Latvia",151
"734","livzeitung",1872,"Russian","Latvia",151
"735","livzeitung",1873,"Russian","Latvia",151
"736","livzeitung",1879,"Russian","Latvia",151
"737","livzeitung",1881,"Russian","Latvia",151
"738","livzeitung",1882,"Russian","Latvia",151
"739","livzeitung",1884,"Russian","Latvia",151
"740","lounaestpostimees",2020,"Estonian","Estonia",151
"741","maahaal",1937,"Estonian","Estonia",151
"742","maalehtpre",1931,"Estonian","Estonia",151
"743","meieelu",1914,"Estonian","Estonia",151
"744","meieelu",1916,"Estonian","Estonia",151
"745","meiemaaew",1935,"Estonian","Estonia",151
"746","meiemaaew",1943,"Estonian","Estonia",151
"747","omamaa",1924,"Estonian","Estonia",151
"748","omamaa",1930,"Estonian","Estonia",151
"749","omamaa",1932,"Estonian","Estonia",151
"750","omamaa",1933,"Estonian","Estonia",151
"751","parnumaaajale",1932,"Estonian","Estonia",151
"752","pohjakodu",1922,"Estonian","Estonia",151
"753","pohjakodu",1937,"Estonian","Estonia",151
"754","punanetaht",1951,"Estonian","Estonia",151
"755","sakalaew",1924,"Estonian","Estonia",151
"756","sakalaew",1931,"Estonian","Estonia",151
"757","sakalaew",1935,"Estonian","Estonia",151
"758","sonumedtln",1906,"Estonian","Estonia",151
"759","tartumaaleht",1931,"Estonian","Estonia",151
"760","tartumaaleht",1933,"Estonian","Estonia",151
"761","tartumaateataja",1937,"Estonian","Estonia",151
"762","teatajakaja",1931,"Estonian","Estonia",151
"763","uusaeg",1903,"Estonian","Estonia",151
"764","uuselu",1943,"Estonian","Estonia",151
"765","valgamaalane",2016,"Estonian","Estonia",151
"766","valgateatajaew",1943,"Estonian","Estonia",151
"767","virumaavana",1938,"Estonian","Estonia",151
"768","voitlevsona",1958,"Estonian","Estonia",151
"769","voitlevsona",1969,"Estonian","Estonia",151
"770","vooremaa",2017,"Estonian","Estonia",151
"771","vorumaateataja",2017,"Estonian","Estonia",151
"772","jarvamaa",1930,"Estonian","Estonia",150
"773","jarvateataja",2020,"Estonian","Estonia",150
"774","jarvateatajaew",1933,"Estonian","Estonia",150
"775","jarvateatajaew",1938,"Estonian","Estonia",150
"776","jarvateatajaew",1939,"Estonian","Estonia",150
"777","jarvateatajaew",1943,"Estonian","Estonia",150
"778","kaevur",1950,"Estonian","Estonia",150
"779","koit",2013,"Estonian","Estonia",150
"780","koitepl",1923,"Estonian","Estonia",150
"781","laaneelu",2013,"Estonian","Estonia",150
"782","laaneelu",2019,"Estonian","Estonia",150
"783","laaneeluew",1939,"Estonian","Estonia",150
"784","livzeitung",1856,"Russian","Latvia",150
"785","livzeitung",1861,"Russian","Latvia",150
"786","livzeitung",1863,"Russian","Latvia",150
"787","livzeitung",1866,"Russian","Latvia",150
"788","livzeitung",1870,"Russian","Latvia",150
"789","livzeitung",1875,"Russian","Latvia",150
"790","livzeitung",1877,"Russian","Latvia",150
"791","livzeitung",1878,"Russian","Latvia",150
"792","lounaeesti",1931,"Estonian","Estonia",150
"793","lounaestpostimees",2019,"Estonian","Estonia",150
"794","maahaal",1936,"Estonian","Estonia",150
"795","meiemaaew",1927,"Estonian","Estonia",150
"796","meiemaaew",1934,"Estonian","Estonia",150
"797","noukogudehiiumaa",1954,"Estonian","Estonia",150
"798","noukogudehiiumaa",1961,"Estonian","Estonia",150
"799","noukogudehiiumaa",1967,"Estonian","Estonia",150
"800","oktoobrilippsuurejaani",1957,"Estonian","Estonia",150
"801","oktoobrilippsuurejaani",1958,"Estonian","Estonia",150
"802","omamaa",1935,"Estonian","Estonia",150
"803","parnumaateataja",1938,"Estonian","Estonia",150
"804","parnumaateataja",1939,"Estonian","Estonia",150
"805","pohjakodu",1930,"Estonian","Estonia",150
"806","pohjakodu",1934,"Estonian","Estonia",150
"807","pohjakodu",1942,"Estonian","Estonia",150
"808","pohjarannik",2019,"Estonian","Estonia",150
"809","postimeesew",1888,"Estonian","Estonia",150
"810","postimeesew",1889,"Estonian","Estonia",150
"811","postimeesew",1890,"Estonian","Estonia",150
"812","sakalaew",1913,"Estonian","Estonia",150
"813","sakalaew",1932,"Estonian","Estonia",150
"814","sakalaew",1934,"Estonian","Estonia",150
"815","sakalaew",1936,"Estonian","Estonia",150
"816","sakalaew",1937,"Estonian","Estonia",150
"817","sakalaew",1939,"Estonian","Estonia",150
"818","severnojepob",2019,"Russian","Estonia",150
"819","tartumaateataja",1938,"Estonian","Estonia",150
"820","tartumaateataja",1939,"Estonian","Estonia",150
"821","teatajakaja",1938,"Estonian","Estonia",150
"822","teatajakaja",1939,"Estonian","Estonia",150
"823","uhistoo",1993,"Estonian","Estonia",150
"824","uhistoo",1994,"Estonian","Estonia",150
"825","uudisleht",1931,"Estonian","Estonia",150
"826","uuselu",1942,"Estonian","Estonia",150
"827","valgamaalane",2011,"Estonian","Estonia",150
"828","valgamaalane",2014,"Estonian","Estonia",150
"829","valgamaalane",2015,"Estonian","Estonia",150
"830","virumaavana",1931,"Estonian","Estonia",150
"831","virumaavana",1932,"Estonian","Estonia",150
"832","virumaavana",1934,"Estonian","Estonia",150
"833","virumaavana",1935,"Estonian","Estonia",150
"834","vooremaa",2013,"Estonian","Estonia",150
"835","vooremaa",2019,"Estonian","Estonia",150
"836","vorumaateataja",2013,"Estonian","Estonia",150
"837","vorumaateataja",2019,"Estonian","Estonia",150
"838","ekmteataja",1882,"Russian","Estonia",149
"839","kaevur",1951,"Estonian","Estonia",149
"840","kaevur",1958,"Estonian","Estonia",149
"841","koit",2011,"Estonian","Estonia",149
"842","koit",2012,"Estonian","Estonia",149
"843","koit",2016,"Estonian","Estonia",149
"844","kolhoosikula",1958,"Estonian","Estonia",149
"845","laaneelu",2008,"Estonian","Estonia",149
"846","laaneelu",2015,"Estonian","Estonia",149
"847","laaneelu",2016,"Estonian","Estonia",149
"848","laaneelu",2018,"Estonian","Estonia",149
"849","laaneelu",2021,"Estonian","Estonia",149
"850","livzeitung",1864,"Russian","Latvia",149
"851","livzeitung",1885,"Russian","Latvia",149
"852","lounaeesti",1934,"Estonian","Estonia",149
"853","lounaeesti",1938,"Estonian","Estonia",149
"854","lounaestpostimees",2021,"Estonian","Estonia",149
"855","maahaal",1939,"Estonian","Estonia",149
"856","maalehtpre",1930,"Estonian","Estonia",149
"857","meiemaaew",1932,"Estonian","Estonia",149
"858","meiemaaew",1933,"Estonian","Estonia",149
"859","meiemaaew",1936,"Estonian","Estonia",149
"860","meiemaaew",1940,"Estonian","Estonia",149
"861","nadaline",2010,"Estonian","Estonia",149
"862","nadaline",2011,"Estonian","Estonia",149
"863","noukogudehiiumaa",1956,"Estonian","Estonia",149
"864","omamaa",1936,"Estonian","Estonia",149
"865","parnumaaajale",1931,"Estonian","Estonia",149
"866","pohjaeesti",1931,"Estonian","Estonia",149
"867","pohjakodu",1920,"Estonian","Estonia",149
"868","pohjakodu",1932,"Estonian","Estonia",149
"869","pohjakodu",1935,"Estonian","Estonia",149
"870","pohjakodu",1938,"Estonian","Estonia",149
"871","pohjakodu",1939,"Estonian","Estonia",149
"872","rahvasona",1933,"Estonian","Estonia",149
"873","sakalaew",1916,"Estonian","Estonia",149
"874","sakalaew",1920,"Estonian","Estonia",149
"875","severnojepob",2021,"Russian","Estonia",149
"876","sonumilehtsl",2000,"Estonian","Estonia",149
"877","stahhaanovlikkivioli",1952,"Estonian","Estonia",149
"878","tallinnauudised",1915,"Estonian","Estonia",149
"879","tartumaaleht",1930,"Estonian","Estonia",149
"880","uhistoo",1991,"Estonian","Estonia",149
"881","virulane",1931,"Estonian","Estonia",149
"882","virumaavana",1933,"Estonian","Estonia",149
"883","virumaavana",1936,"Estonian","Estonia",149
"884","virumaavana",1939,"Estonian","Estonia",149
"885","vooremaa",2011,"Estonian","Estonia",149
"886","vooremaa",2012,"Estonian","Estonia",149
"887","vooremaa",2015,"Estonian","Estonia",149
"888","vooremaa",2016,"Estonian","Estonia",149
"889","vorumaateataja",2010,"Estonian","Estonia",149
"890","vorumaateataja",2012,"Estonian","Estonia",149
"891","vorumaateataja",2021,"Estonian","Estonia",149
"892","woruteataja",1928,"Estonian","Estonia",149
"893","woruteataja",1931,"Estonian","Estonia",149
"894","woruteataja",1932,"Estonian","Estonia",149
"895","alutaguseelu",1931,"Estonian","Estonia",148
"896","eluvoruvalgapetseri",1937,"Estonian","Estonia",148
"897","harjueluensv",1957,"Estonian","Estonia",148
